Node;IP;PASS;TECH;NODETYPE;SUBNW;C-RNC;C-BSC;STATE;RBSID;ENBID;REL;SITEID;OSS;FINGERPRINT;BBTYPE;TIMESTAMP;GNBID
CMIC067L_6NB01;10.173.155.42;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;383372;23.Q2;-;ENM-RAN5A;CMIC067L_6NB01;;2005_21May2025;579282
CMIC067P_9NB03;10.173.155.26;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;382962;23.Q2;-;ENM-RAN5A;CMIC067P_9NB03;;2005_21May2025;504152
CMIC067Q_9NB02;10.173.155.30;-;2G3G;RADIONODE;UNDEF;CMI8361X;-;SYNCHRONIZED;382912;-;23.Q2;-;ENM-RAN5A;CMIC067Q_9NB02;;2005_21May2025;-
CMIC067T_2NB04;10.173.155.34;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;382972;23.Q2;-;ENM-RAN5A;CMIC067T_2NB04;;2005_21May2025;-
CMIC067X_2NB05;10.173.155.38;-;3G;RADIONODE;UNDEF;CMI8361X;-;SYNCHRONIZED;382922;-;23.Q2;-;ENM-RAN5A;CMIC067X_2NB05;;2005_21May2025;-
CMIC068T_2NB01;10.183.120.186;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;376282;23.Q2;-;ENM-RAN5A;CMIC068T_2NB01;;2005_21May2025;-
CMIC068X_2NB02;10.183.120.190;-;3G;RADIONODE;UNDEF;CMI8361X;-;SYNCHRONIZED;376462;-;23.Q2;-;ENM-RAN5A;CMIC068X_2NB02;;2005_21May2025;-
LPG0065P_9NB02;10.196.12.230;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;369432;23.Q2;-;ENM-RAN5A;LPG0065P_9NB02;;2005_21May2025;566162
LPG0065Q_9NB01;10.196.12.234;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;369122;-;23.Q2;null;ENM-RAN5A;LPG0065Q_9NB01;;2005_21May2025;-
LPG0065T_2NB03;10.196.12.238;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;369112;23.Q2;-;ENM-RAN5A;LPG0065T_2NB03;;2005_21May2025;-
LPG0065X_2NB04;10.196.12.242;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;369112;-;23.Q2;-;ENM-RAN5A;LPG0065X_2NB04;;2005_21May2025;-
LPG1915X_2NB01;10.76.103.162;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;9282;-;WRBS01.A28;-;ENM-RAN5A;929232_005588;;2005_21May2025;-
LPG1940X_2NB01;10.69.182.210;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;8562;-;WRBS01.A28;-;ENM-RAN5A;570726_786431;;2005_21May2025;-
LPG3124P_9NB01;10.183.192.190;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;322532;23.Q2;-;ENM-RAN5A;LPG3124P_9NB01;;2005_21May2025;589012
LPG3124Q_9NB02;10.183.192.194;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;79782;-;23.Q2;-;ENM-RAN5A;LPG3124Q_9NB02;;2005_21May2025;-
LPG3124T_2NB03;10.183.192.182;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323262;23.Q2;-;ENM-RAN5A;LPG3124T_2NB03;;2005_21May2025;-
LPG3124X_2NB04;10.183.192.186;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;79772;-;23.Q2;-;ENM-RAN5A;LPG3124X_2NB04;;2005_21May2025;-
LPG3129P_9NB03;10.196.144.154;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331172;23.Q2;-;ENM-RAN5A;LPG3129P_9NB03;;2005_21May2025;-
LPG3129Q_9NB01;10.74.153.230;-;2G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;null;ENM-RAN5A;LPG3129Q_9NB01;;2005_21May2025;-
LPG3129Q_9NB02;10.196.144.158;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;328972;-;23.Q2;-;ENM-RAN5A;LPG3129Q_9NB02;;2005_21May2025;-
LPG3129T_2NB01;10.68.182.222;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;114512;23.Q2;null;ENM-RAN5A;LPG3129T_2NB01;;2005_21May2025;-
LPG3129T_2NB04;10.196.144.146;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332032;23.Q2;-;ENM-RAN5A;LPG3129T_2NB04;;2005_21May2025;-
LPG3129X_2NB05;10.196.144.150;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;328962;-;23.Q2;-;ENM-RAN5A;LPG3129X_2NB05;;2005_21May2025;-
LPG6785X_2NB01;10.35.115.166;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;116112;-;23.Q2;null;ENM-RAN5A;LPG6785X_2NB01;;2005_21May2025;-
LPG7112P_9NB01;10.68.249.214;-;2G4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;152462;23.Q2;-;ENM-RAN5A;LPG7112P_9NB01;;2005_21May2025;-
LPG7112X_2NB01;10.69.249.214;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;152462;-;23.Q2;null;ENM-RAN5A;LPG7112X_2NB01;;2005_21May2025;-
LPG8573X_2NB01;10.136.196.158;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;33772;-;WRBS01.A28;-;ENM-RAN5A;L04553_478789;;2005_21May2025;-
LPG8636Q_9NB01;10.196.136.14;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;35452;-;23.Q2;-;ENM-RAN5A;LPG8636Q_9NB01;;2005_21May2025;-
LPN0012P_9NB02;10.196.114.198;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340352;23.Q2;-;ENM-RAN5A;LPN0012P_9NB02;;2005_21May2025;594982
LPN0012Q_9NB01;10.196.114.202;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340362;-;23.Q2;-;ENM-RAN5A;LPN0012Q_9NB01;;2005_21May2025;-
LPN0012T_2NB03;10.196.114.210;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340362;23.Q2;-;ENM-RAN5A;LPN0012T_2NB03;;2005_21May2025;-
LPN0012X_2NB04;10.196.114.214;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340352;-;23.Q2;-;ENM-RAN5A;LPN0012X_2NB04;;2005_21May2025;-
LPN0016P_9NB02;10.173.132.62;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372312;23.Q2;-;ENM-RAN5A;LPN0016P_9NB02;;2005_21May2025;599562
LPN0016Q_9NB01;10.173.132.66;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371932;-;23.Q2;-;ENM-RAN5A;LPN0016Q_9NB01;;2005_21May2025;-
LPN0016T_2NB03;10.173.132.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;371862;23.Q2;-;ENM-RAN5A;LPN0016T_2NB03;;2005_21May2025;-
LPN0016X_2NB04;10.173.132.74;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371922;-;23.Q2;-;ENM-RAN5A;LPN0016X_2NB04;;2005_21May2025;-
LPN0023P_9NB01;10.173.132.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372922;23.Q2;-;ENM-RAN5A;LPN0023P_9NB01;;2005_21May2025;540052
LPN0023T_2NB02;10.173.132.86;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372782;23.Q2;-;ENM-RAN5A;LPN0023T_2NB02;;2005_21May2025;-
LPN0023X_2NB03;10.173.132.82;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;372782;-;23.Q2;null;ENM-RAN5A;LPN0023X_2NB03;;2005_21May2025;-
LPN0026P_9NB02;10.173.132.94;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372322;23.Q2;-;ENM-RAN5A;LPN0026P_9NB02;;2005_21May2025;599572
LPN0026Q_9NB01;10.173.132.98;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371952;-;23.Q2;-;ENM-RAN5A;LPN0026Q_9NB01;;2005_21May2025;-
LPN0026T_2NB03;10.173.132.102;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;371872;23.Q2;-;ENM-RAN5A;LPN0026T_2NB03;;2005_21May2025;-
LPN0026X_2NB04;10.173.132.106;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371942;-;23.Q2;-;ENM-RAN5A;LPN0026X_2NB04;;2005_21May2025;-
LPN0039P_9NB02;10.196.114.218;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340372;23.Q2;-;ENM-RAN5A;LPN0039P_9NB02;;2005_21May2025;595012
LPN0039Q_9NB01;10.196.114.222;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340382;-;23.Q2;null;ENM-RAN5A;LPN0039Q_9NB01;;2005_21May2025;-
LPN0039T_2NB03;10.196.114.230;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340382;23.Q2;-;ENM-RAN5A;LPN0039T_2NB03;;2005_21May2025;-
LPN0039X_2NB04;10.196.114.234;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340372;-;23.Q2;-;ENM-RAN5A;LPN0039X_2NB04;;2005_21May2025;-
LPN0041P_9NB02;10.196.114.238;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340412;23.Q2;-;ENM-RAN5A;LPN0041P_9NB02;;2005_21May2025;595022
LPN0041Q_9NB01;10.196.114.242;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340422;-;23.Q2;-;ENM-RAN5A;LPN0041Q_9NB01;;2005_21May2025;-
LPN0041T_2NB03;10.196.114.250;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340422;23.Q2;-;ENM-RAN5A;LPN0041T_2NB03;;2005_21May2025;-
LPN0041X_2NB04;10.196.114.254;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;340412;-;23.Q2;-;ENM-RAN5A;LPN0041X_2NB04;;2005_21May2025;-
LPN0050P_9NB02;10.173.132.134;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;370952;23.Q2;-;ENM-RAN5A;LPN0050P_9NB02;;2005_21May2025;570412
LPN0050Q_9NB01;10.173.132.138;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;370962;-;23.Q2;null;ENM-RAN5A;LPN0050Q_9NB01;;2005_21May2025;-
LPN0050T_2NB03;10.173.132.142;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;370962;23.Q2;-;ENM-RAN5A;LPN0050T_2NB03;;2005_21May2025;-
LPN0050X_2NB04;10.173.132.146;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;370952;-;23.Q2;-;ENM-RAN5A;LPN0050X_2NB04;;2005_21May2025;-
LPN0056P_9NB02;10.196.114.178;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;337172;23.Q2;-;ENM-RAN5A;LPN0056P_9NB02;;2005_21May2025;594272
LPN0056Q_9NB01;10.196.114.182;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;337782;-;23.Q2;null;ENM-RAN5A;LPN0056Q_9NB01;;2005_21May2025;-
LPN0056T_2NB03;10.196.114.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;337852;23.Q2;-;ENM-RAN5A;LPN0056T_2NB03;;2005_21May2025;-
LPN0056X_2NB04;10.196.114.194;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;337772;-;23.Q2;-;ENM-RAN5A;LPN0056X_2NB04;;2005_21May2025;-
LPN0067P_9NB02;10.183.83.2;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;350962;23.Q2;-;ENM-RAN5A;LPN0067P_9NB02;;2005_21May2025;598712
LPN0067Q_9NB01;10.183.83.6;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;350972;-;23.Q2;null;ENM-RAN5A;LPN0067Q_9NB01;;2005_21May2025;-
LPN0067T_2NB03;10.183.83.10;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;350972;23.Q2;-;ENM-RAN5A;LPN0067T_2NB03;;2005_21May2025;-
LPN0067X_2NB04;10.183.83.14;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;350962;-;23.Q2;-;ENM-RAN5A;LPN0067X_2NB04;;2005_21May2025;-
LPN0073P_9NB01;10.196.114.70;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;86372;23.Q2;-;ENM-RAN5A;LPN0073P_9NB01;;2005_21May2025;582572
LPN0073Q_9NB02;10.196.114.74;-;2G3G4G5G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;84412;84412;23.Q2;-;ENM-RAN5A;LPN0073Q_9NB02;;2005_21May2025;582582
LPN0073Q_9NB03;10.196.114.78;-;2G3G4G5G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;84422;84422;23.Q2;-;ENM-RAN5A;LPN0073Q_9NB03;;2005_21May2025;582612
LPN0073T_2NB04;10.196.114.82;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;86382;23.Q2;-;ENM-RAN5A;LPN0073T_2NB04;;2005_21May2025;-
LPN0073X_2NB05;10.196.114.86;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;84382;-;23.Q2;-;ENM-RAN5A;LPN0073X_2NB05;;2005_21May2025;-
LPN0076L_6NB05;10.183.245.94;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;317042;23.Q2;-;ENM-RAN5A;LPN0076L_6NB05;;2005_21May2025;587482
LPN0076P_9NB01;10.196.224.198;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;36352;23.Q2;-;ENM-RAN5A;LPN0076P_9NB01;;2005_21May2025;585582
LPN0076Q_9NB02;10.196.224.202;-;2G3G4G5G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;56872;56872;23.Q2;-;ENM-RAN5A;LPN0076Q_9NB02;;2005_21May2025;585612
LPN0076T_2NB03;10.196.224.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;60782;23.Q2;-;ENM-RAN5A;LPN0076T_2NB03;;2005_21May2025;-
LPN0076X_2NB04;10.196.224.194;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;87632;-;23.Q2;-;ENM-RAN5A;LPN0076X_2NB04;;2005_21May2025;-
LPN0078P_9NB02;10.183.83.18;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;348632;23.Q2;-;ENM-RAN5A;LPN0078P_9NB02;;2005_21May2025;597562
LPN0078Q_9NB01;10.183.83.22;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;347682;-;23.Q2;null;ENM-RAN5A;LPN0078Q_9NB01;;2005_21May2025;-
LPN0078T_2NB03;10.183.83.30;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;347672;23.Q2;-;ENM-RAN5A;LPN0078T_2NB03;;2005_21May2025;-
LPN0078X_2NB04;10.183.83.34;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;347672;-;23.Q2;-;ENM-RAN5A;LPN0078X_2NB04;;2005_21May2025;-
LPN0095L_6NB01;10.196.114.170;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332532;23.Q2;-;ENM-RAN5A;LPN0095L_6NB01;;2005_21May2025;591662
LPN0095P_9NB03;10.196.114.150;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331272;23.Q2;-;ENM-RAN5A;LPN0095P_9NB03;;2005_21May2025;592152
LPN0095Q_9NB02;10.196.114.154;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;329172;-;23.Q2;-;ENM-RAN5A;LPN0095Q_9NB02;;2005_21May2025;-
LPN0095T_2NB04;10.196.114.162;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;332132;23.Q2;-;ENM-RAN5A;LPN0095T_2NB04;;2005_21May2025;-
LPN0095X_2NB05;10.196.114.166;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;329162;-;23.Q2;-;ENM-RAN5A;LPN0095X_2NB05;;2005_21May2025;-
LPN0097L_6NB01;10.196.114.142;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323752;23.Q2;-;ENM-RAN5A;LPN0097L_6NB01;;2005_21May2025;589362
LPN0097P_9NB03;10.196.114.122;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;322942;23.Q2;-;ENM-RAN5A;LPN0097P_9NB03;;2005_21May2025;589422
LPN0097Q_9NB02;10.196.114.126;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;87012;-;23.Q2;-;ENM-RAN5A;LPN0097Q_9NB02;;2005_21May2025;-
LPN0097T_2NB04;10.196.114.134;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;324532;23.Q2;-;ENM-RAN5A;LPN0097T_2NB04;;2005_21May2025;-
LPN0097X_2NB05;10.196.114.138;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;86982;-;23.Q2;-;ENM-RAN5A;LPN0097X_2NB05;;2005_21May2025;-
LPN0116P_9NB02;10.173.132.166;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372932;23.Q2;-;ENM-RAN5A;LPN0116P_9NB02;;2005_21May2025;540062
LPN0116Q_9NB01;10.173.132.170;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;372812;-;23.Q2;null;ENM-RAN5A;LPN0116Q_9NB01;;2005_21May2025;-
LPN0116T_2NB03;10.173.132.174;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372812;23.Q2;-;ENM-RAN5A;LPN0116T_2NB03;;2005_21May2025;-
LPN0116X_2NB04;10.173.132.178;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;372822;-;23.Q2;-;ENM-RAN5A;LPN0116X_2NB04;;2005_21May2025;-
LPN0128L_6NB01;10.196.114.22;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;355732;23.Q2;-;ENM-RAN5A;LPN0128L_6NB01;;2005_21May2025;503272
LPN0128P_9NB03;10.196.114.2;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;354642;23.Q2;-;ENM-RAN5A;LPN0128P_9NB03;;2005_21May2025;551082
LPN0128Q_9NB02;10.196.114.6;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;354642;-;23.Q2;-;ENM-RAN5A;LPN0128Q_9NB02;;2005_21May2025;-
LPN0128T_2NB04;10.196.114.14;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;354652;23.Q2;-;ENM-RAN5A;LPN0128T_2NB04;;2005_21May2025;-
LPN0128X_2NB05;10.196.114.18;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;354652;-;23.Q2;-;ENM-RAN5A;LPN0128X_2NB05;;2005_21May2025;-
LPN0152P_9NB02;10.173.132.46;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;372332;23.Q2;-;ENM-RAN5A;LPN0152P_9NB02;;2005_21May2025;505652
LPN0152Q_9NB01;10.173.132.50;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371972;-;23.Q2;-;ENM-RAN5A;LPN0152Q_9NB01;;2005_21May2025;-
LPN0152T_2NB03;10.173.132.54;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;371882;23.Q2;-;ENM-RAN5A;LPN0152T_2NB03;;2005_21May2025;-
LPN0152X_2NB04;10.173.132.58;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371962;-;23.Q2;-;ENM-RAN5A;LPN0152X_2NB04;;2005_21May2025;-
LPN0153T_2NB01;10.183.83.46;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;371912;23.Q2;-;ENM-RAN5A;LPN0153T_2NB01;;2005_21May2025;-
LPN0153X_2NB02;10.183.83.50;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;371982;-;23.Q2;-;ENM-RAN5A;LPN0153X_2NB02;;2005_21May2025;-
LPN0164L_6NB01;10.196.114.62;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;91562;23.Q2;-;ENM-RAN5A;LPN0164L_6NB01;;2005_21May2025;582162
LPN0164P_9NB03;10.196.114.30;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;86412;23.Q2;-;ENM-RAN5A;LPN0164P_9NB03;;2005_21May2025;582622
LPN0164Q_9NB02;10.196.114.34;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;84452;-;23.Q2;-;ENM-RAN5A;LPN0164Q_9NB02;;2005_21May2025;-
LPN0164T_2NB04;10.196.114.46;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;86432;23.Q2;-;ENM-RAN5A;LPN0164T_2NB04;;2005_21May2025;-
LPN0164X_2NB05;10.196.114.50;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;84432;-;23.Q2;-;ENM-RAN5A;LPN0164X_2NB05;;2005_21May2025;-
LPN1131L_6NB02;10.142.12.182;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;511932;23.Q2;-;ENM-RAN5A;LPN1131L_6NB02;;2005_21May2025;511932
LPN1131P_9NB04;10.183.245.126;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;323912;23.Q2;-;ENM-RAN5A;LPN1131P_9NB04;;2005_21May2025;590262
LPN1131Q_9NB03;10.183.245.130;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;87962;-;23.Q2;-;ENM-RAN5A;LPN1131Q_9NB03;;2005_21May2025;-
LPN1131T_2NB01;10.77.104.130;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;32842;23.Q2;-;ENM-RAN5A;LPN1131T_2NB01;;2005_21May2025;-
LPN1131T_2NB05;10.183.245.118;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330122;23.Q2;-;ENM-RAN5A;LPN1131T_2NB05;;2005_21May2025;-
LPN1131X_2NB01;10.76.104.130;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;5762;-;23.Q2;null;ENM-RAN5A;LPN1131X_2NB01;;2005_21May2025;-
LPN1131X_2NB06;10.183.245.122;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;87952;-;23.Q2;-;ENM-RAN5A;LPN1131X_2NB06;;2005_21May2025;-
LPN1132I_6NB03;10.141.58.234;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;42962;23.Q2;-;ENM-RAN5A;LPN1132I_6NB03;;2005_21May2025;-
LPN1132L_6NB02;10.152.92.170;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN5A;LPN1132L_6NB02;;2005_21May2025;503862
LPN1132T_2NB01;10.77.104.134;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;5772;23.Q2;-;ENM-RAN5A;LPN1132T_2NB01;;2005_21May2025;-
LPN1132X_2NB01;10.76.104.134;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;5772;-;WRBS01.A28;-;ENM-RAN5A;585564_896613;;2005_21May2025;-
LPN1137P_9NB03;10.196.141.230;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;314652;23.Q2;-;ENM-RAN5A;LPN1137P_9NB03;;2005_21May2025;586982
LPN1137Q_9NB02;10.196.141.234;-;2G3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;58432;-;23.Q2;-;ENM-RAN5A;LPN1137Q_9NB02;;2005_21May2025;-
LPN1137T_2NB01;10.77.104.238;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;11982;23.Q2;null;ENM-RAN5A;LPN1137T_2NB01;;2005_21May2025;-
LPN1137T_2NB04;10.196.141.222;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;314662;23.Q2;-;ENM-RAN5A;LPN1137T_2NB04;;2005_21May2025;-
LPN1137X_2NB01;10.76.104.238;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;11982;-;23.Q2;null;ENM-RAN5A;LPN1137X_2NB01;;2005_21May2025;-
LPN1137X_2NB05;10.196.141.226;-;3G;RADIONODE;UNDEF;PTT8361X;-;SYNCHRONIZED;57912;-;23.Q2;-;ENM-RAN5A;LPN1137X_2NB05;;2005_21May2025;-
LPN1138H_7NB04;10.142.28.158;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;517872;23.Q2;-;ENM-RAN5A;LPN1138H_7NB04;;2005_21May2025;517872
LPN1138I_6NB03;10.141.35.246;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;42152;23.Q2;-;ENM-RAN5A;LPN1138I_6NB03;;2005_21May2025;-
LPN1138L_6NB02;10.152.53.246;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN5A;LPN1138L_6NB02;;2005_21May2025;502642
LPN1138T_2NB01;10.36.47.246;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;8072;23.Q2;-;ENM-RAN5A;LPN1138T_2NB01;;2005_21May2025;-
LPN1138X_2NB01;10.35.47.246;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;8072;-;WRBS01.A28;-;ENM-RAN5A;J57329_734778;;2005_21May2025;-
LPN1140H_7NB02;10.142.28.194;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;517882;23.Q2;-;ENM-RAN5A;LPN1140H_7NB02;;2005_21May2025;518282
LPN1140T_2NB01;10.77.104.138;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;5782;23.Q2;null;ENM-RAN5A;LPN1140T_2NB01;;2005_21May2025;-
LPN1140X_2NB01;10.76.104.138;rbs;3G;RBS;UNDEF;PTT8361X;-;SYNCHRONIZED;5782;-;WRBS01.A28;-;ENM-RAN5A;599479_934503;;2005_21May2025;-
LPN1141T_2NB01;10.68.180.214;rbs;4G;ERBS;UNDEF;;-;UNSYNCHRONIZED;-;116882;1719;-;ENM-RAN5A;LPN1141T_2NB01;;2005_21May2025;-
LPN1294H_7NB02;10.142.18.130;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;516512;23.Q2;-;ENM-RAN5A;LPN1294H_7NB02;;2005_21May2025;516512
LPN1294T_2NB01;10.77.104.146;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;8082;23.Q2;null;ENM-RAN5A;LPN1294T_2NB01;;2005_21May2025;-
